,region,council,date_issued,council_ref,location_street,location_suburb,location_area, Location_Postcode ,legal_description,val_number,consent_value,description
70954,Canterbury,Waitaki,26-Feb-19,Wi101.2019.00004942.001,8 Kelk Road,,Waiareka Junction, 9401 ,Lot: 2 DP: 15254,,5000,installation of a kent logfire mk ii insert into existing chimney
70955,Canterbury,Waitaki,26-Feb-19,Wi101.2019.00004943.001,62 Bushy Beach Road,,South Hill, 9400 ,PtL: 3 DP: 1392,,5000,installation of a free-standing masport akaroa woodburner and flue
70963,Canterbury,Waitaki,04-Mar-19,Wi101.2019.00004949.001,58 Ure Street,,South Hill, 9400 ,Sec: 7 Blk: XXXIX Twn: Oamaru,26300/28400,2500,install woodsman brunner mk ii woodburner with wetback
70966,Canterbury,Waitaki,05-Mar-19,Wi101.2018.00004739.001,38 Brinkburn Street,,South Hill, 9400 ,Lot: 1 DP: 457923,26300/00748,280000,construct new dwelling with pyroclassic iv woodburner
70969,Canterbury,Waitaki,08-Mar-19,Wi101.2019.00004957.001,10A Wharfe Street,,South Hill, 9400 ,PtS: 12 Blk: XXXVIII Twn: OAMARU,26290/05600,5000,installation of a free-standing metro woodburner
70971,Canterbury,Waitaki,11-Mar-19,Wi101.2019.00004959.001,21 Nasmyth Street,,Kakanui, 9495 ,Lot: 11 Blk: XII DP: 12,26180/21405,5000,installation of a free-standing metro woodburner
70973,Canterbury,Waitaki,11-Mar-19,Wi101.2018.00004825.001,5 Cleddy Street,,Moeraki, 9482 ,Sec: 4 Blk: XVII Twn: Moeraki,26200/11900,600000,construction of a 3 bedroom dwelling with masport woodburner
70975,Canterbury,Waitaki,12-Mar-19,Wi101.2019.00006003.001,38 Caledonian Road,,Oamaru North, 9400 ,Lot: 3 DP: 6478,26260/13400,4280,installation of a free-standing metro woodburner
70984,Canterbury,Waitaki,22-Mar-19,Wi101.2019.00006012.001,17 Wharfe Street,,South Hill, 9400 ,Sec: 22 Blk: XXVI Twn: Oamaru,26300/48000,5000,installation of a firenzo kompact athena insert woodburner
70987,Canterbury,Waitaki,27-Mar-19,Wi101.2019.00004908.001,47A Argyle Street,,Weston, 9401 ,Lot: 9 DP: 11597,26130/19300,305000,"construction of a new 4 bedroom, 2 bathroom dwelling with woodsman logfire"
70993,Canterbury,Waitaki,01-Apr-19,Wi101.2019.00006011.001,353 Awahokomo Road,,Kurow, 9435 ,Sec: 16 Blk: V SD: Kurow,26050/09205B,5000,installation of a free-standing metro mega rad ltd woodburner and
71001,Canterbury,Waitaki,05-Apr-19,Wi101.2019.00006028.001,10 Glendhu Crescent,,Otematata, 9412 ,Lot: 52 DP: 12272,26070/16500,3000,installation of a free-standing metrofire tiny ped woodburner
71002,Canterbury,Waitaki,05-Apr-19,Wi101.2019.00006007.001,37 Black Peak Road,,Omarama, 9412 ,Lot: 52 DP: 19527,26050/01314,5000,installation of a free-standing woodsman aspen woodburner and
71003,Canterbury,Waitaki,05-Apr-19,Wi101.2019.00006009.001,20 Middle Street,,Reidston, 9492 ,Sec: 2 Blk: VI Twn: Reidston,26140/17000,5000,installation of a masport 13000 insert woodburner
71004,Canterbury,Waitaki,05-Apr-19,Wi101.2019.00006020.001,65 London Street,,Hampden, 9410 ,Sec: 3 Blk: LI Twn: Hampden,26210/04900,5000,installation of a free-standing woodsman tasman mk ii woodburner
71022,Canterbury,Waitaki,23-Apr-19,Wi101.2019.00006036.001,30 Walbrook Crescent,,Oamaru, 9400 ,Lot: 36 DP: 15665,26250/02055,3000,installation of a free-standing woodsman flare woodburner a
71023,Canterbury,Waitaki,23-Apr-19,Wi101.2019.00006034.001,51 Blaikie Road,,Dunback, 9483 ,PtS: 35 Blk: IV SD: Dunback,26391/06500,6000,installation of a free-standing metrofire tiny ped woodburner
71024,Canterbury,Waitaki,23-Apr-19,Wi101.2019.00006035.001,9 Mull Street,,Palmerston, 9430 ,Sec: 11 Blk: V Twn: Palmerston,26461/07802,6000,installation of a free-standing metrofire tiny rad woody woodburner
71030,Canterbury,Waitaki,29-Apr-19,Wi101.2019.00006078.001,43 Murray Road,,Pukeuri, 9493 ,PtS: 126 Blk: II SD: Papakaio,26090/54100,3500,installation of a free-standing woodsman tarras woodburner
71031,Canterbury,Waitaki,29-Apr-19,Wi101.2019.00006063.001,2 Isis Street,,Oamaru, 9400 ,PtS: 1 Blk: LXXX Twn: Oamaru,26290/30100,5000,installation of a free-standing masport mackenzie r10000 woodburner
71032,Canterbury,Waitaki,29-Apr-19,Wi101.2019.00006048.001,43 Fernbrook Road,,Oamaru, 9400 ,Lot: 3 DP: 9907,26250/04700,5000,installation of a metrofire smart insert woodburner
71035,Canterbury,Waitaki,30-Apr-19,Wi101.2019.00006046.001,33 Walbrook Crescent,,Oamaru, 9400 ,Lot: 17 DP: 15665,26250/02036,5000,installation of a new free-standing jayline fr400 woodburner
71040,Canterbury,Waitaki,03-May-19,Wi101.2019.00006062.001,9 Stromness Street,,Palmerston, 9430 ,Sec: 14 Blk: XIV Twn: Palmerston,26461/14100,2500,installation of a free-standing yunca hobson woodburner
71041,Canterbury,Waitaki,03-May-19,Wi101.2019.00006076.001,268 Oamaru-Alma Road,,Holmes Hill, 9491 ,Lot: 8 DP: 231A,26140/00300,3000,installation of a free-standing woodsman tarras mk iii woodburner
71042,Canterbury,Waitaki,03-May-19,Wi101.2019.00006054.001,7 Gordon Street,,Kurow, 9435 ,Sec: 3 Blk: X Twn: Kurow,26060/07401,3500,installation of a free-standing metrofire wee rad - leg woodburner
71044,Canterbury,Waitaki,03-May-19,Wi101.2019.00006051.001,9 Crook Street,,Maheno, 9495 ,Lot: 2 DP: 9612,26180/30700,4178,installation of a free-standing woodsman ecr novo woodburner
71045,Canterbury,Waitaki,03-May-19,Wi101.2019.00006044.001,84 Weston Road,,Oamaru, 9401 ,Lot: 8 DP: 10372,26130/36200,5000,installation of a metro smart insert woodburner
71046,Canterbury,Waitaki,03-May-19,Wi101.2019.00006064.001,81 Waimotu Road,,Maheno, 9495 ,PtS: 54 Blk: VI SD: Otepopo,26180/45203,5000,installation of new free-standing yunca weji woodburner
71047,Canterbury,Waitaki,03-May-19,Wi101.2019.00006068.001,41 Ashburn Street,,Oamaru North, 9400 ,Lot: 11 DP: 16407,26260/70825,6000,installation of free-standing masport osburn 1600 woodburner
71051,Canterbury,Waitaki,03-May-19,Wi101.2019.00006039.001,16 Avoca Drive,,Waiareka Junction, 9401 ,Lot: 25 DP: 520219,26120/58332,490000,"construction of a 4 bedroom, 3 bathroom dwelling with rinnai gas fire woodburner"
71052,Canterbury,Waitaki,07-May-19,Wi101.2019.00006069.001,510 Falston Road,,Totara Peak, 7999 ,Sec: 4 Blk: XI SD: Ohau River,26050/14500,2000,installation of a free-standing woodsman tarras mk iii woodburner
71054,Canterbury,Waitaki,07-May-19,Wi101.2019.00006091.001,27 Frome Street,,Oamaru North, 9400 ,Lot: 1 DP: 12293,26260/39401,3000,installation of a masport bannockburn 12000 insert woodburner
71055,Canterbury,Waitaki,07-May-19,Wi101.2019.00006089.001,36 Wye Street,,Oamaru, 9400 ,Lot: 1 DP: 8854,26290/48800,5000,installation of a free-standing metrofire extreme ped (ve) woodburner
71056,Canterbury,Waitaki,07-May-19,Wi101.2019.00006058.001,52 Magdala Street,,Kakanui, 9495 ,Lot: 1 DP: 17128,26180/19300,5500,installation of a free-standing pyroclassic iv woodburner
71061,Canterbury,Waitaki,08-May-19,Wi101.2019.00006093.001,29 Wansbeck Street,,Oamaru, 9400 ,Sec: 15 Blk: XXXVII Twn: Oamaru,26290/01400,4000,installation of a free-standing woodsman tarras mkiii woodburner
71063,Canterbury,Waitaki,09-May-19,Wi101.2019.00006082.001,13 Usk Street,,Oamaru, 9400 ,PtL: 3 DP: 1906,26280/12300,3000,installation of a free-standing metrofire wee rad legs woodburner
71066,Canterbury,Waitaki,13-May-19,Wi101.2019.00006115.001,1230 Dunback-Morrisons Road,,Morrisons, 9483 ,Lot: 5 DP: 1213,26391/06300,6000,installation of a free-standing firenzo contessa ag 10 woodburner
71068,Canterbury,Waitaki,14-May-19,Wi101.2019.00006074.001,1 Ivel Street,,Oamaru North, 9400 ,Lot: 2 DP: 10374,26250/03401,2000,installation of a free-standing pedalstal masport r5000 woodburner
71070,Canterbury,Waitaki,15-May-19,Wi101.2019.00006079.001,5 Don Street,,Oamaru North, 9400 ,PtL: A DP: 799,26260/27000,5000,installation of a free-standing woodsman tarras mk iii woodburner
71072,Canterbury,Waitaki,16-May-19,Wi101.2019.00006100.001,27A Caledonian Road,,Oamaru North, 9400 ,Lot: 2 DP: 16146,26260/17601,2000,installation of a free-standing woodsman ecr novo woodburner
71073,Canterbury,Waitaki,16-May-19,Wi101.2019.00006119.001,159A Eden Street,,Oamaru, 9400 ,Lot: 2 DP: 11722,26090/38200,3000,installation of a free-standing woodsman tasman mk ii woodburner
71074,Canterbury,Waitaki,16-May-19,Wi101.2019.00006110.001,8 Towey Street,,Oamaru, 9400 ,PtL: 11 DP: 6765,26290/48200,3000,installation of a free-standing woodsman tasman mk ii woodburner
71075,Canterbury,Waitaki,16-May-19,Wi101.2019.00006095.001,75 Devils Bridge Road,,Ardgowan, 9492 ,Lot: 2 DP: 19641,26120/52200,3000,installation of a free-standing woodsman brunner mk ii woodburner
71076,Canterbury,Waitaki,16-May-19,Wi101.2019.00006116.001,148 Eden Street,,Oamaru, 9400 ,Lot: 4 DP: 10270,26280/64604,3000,installation of a free-standing wodsman flare woodburner and heat
71077,Canterbury,Waitaki,16-May-19,Wi101.2019.00006104.001,234 - 264 Papakaio Road,,Papakaio, 9494 ,Sec: 49 Blk: III SD: Papakaio,26090/09600,4990,installation of a free-standing woodsman tarras mk iii woodburner
71081,Canterbury,Waitaki,17-May-19,Wi101.2019.00006071.001,21 Avoca Drive,,Waiareka Junction, 9401 ,Lot: 47 DP: 520219,26120/58343,295000,"construction of a 3 bedroom, 2 bathroom dwelling with woodsman ecr woodburner"
71082,Canterbury,Waitaki,17-May-19,Wi101.2019.00006055.001,106 Ohau Drive,,Ohau, 9412 ,Lot: 115 DP: 19806,26050/12563,664000,construction of a 3 bedroom dwelling with masport r5000 woodburner
71083,Canterbury,Waitaki,20-May-19,Wi101.2019.00006128.001,5133 Kurow-Duntroon Road,,Kurow, 9494 ,Sec: 3 Blk: III SD: Kurow,26060/17402,3000,installation of a free-standing woodsman brunner woodburner
71084,Canterbury,Waitaki,20-May-19,Wi101.2019.00006080.001,23 Shrewsbury Street,,Hampden, 9410 ,Sec: 16 Blk: XLVII Twn: Hampden,26210/06001,3500,installation of a free-standing woodsman tasman mk iiwoodburner
71086,Canterbury,Waitaki,21-May-19,Wi101.2018.00004385.002,92 Boundary Creek Road,,Pukeuri, 9493 ,Lot: 3 DP: 8274,26090/47500,100,amendment 2018/4385/2 to change the woodburner
71100,Canterbury,Waitaki,29-May-19,Wi101.2019.00006129.001,32 Awamoa Road,,Oamaru, 9401 ,Lot: 22 DP: 3827,26310/12203,3000,installation of a metrofire eco smart insert woodburner
71101,Canterbury,Waitaki,29-May-19,Wi101.2019.00006146.001,29 London Street,,Hampden, 9410 ,Sec: 6 Blk: XXXV Twn: Hampden,26210/12900,4500,installation of a free-standing masport mackenzie r10000 woodburner
71102,Canterbury,Waitaki,29-May-19,Wi101.2019.00006111.001,31 - 51 Shines Road,,Island Cliff, 9491 ,Sec: 43 Blk: VII SD: Maerewhenua,26061/03200B,4990,installation of a free-standing woodsman tarras mk iii woodburner
71103,Canterbury,Waitaki,29-May-19,Wi101.2019.00006124.001,286 Tulliemet Road,,Herbert, 9495 ,PtS: 6 Blk: VIII SD: Otepopo,26180/49000,5000,installation of a free-standing firenzo viking rural woodburner
71104,Canterbury,Waitaki,29-May-19,Wi101.2019.00006144.001,8 Ouse Street,,Oamaru, 9400 ,Sec: 27 Blk: XIV Twn: Oamaru,26270/20600,5000,installation of a free-standing woodsman ecr novo woodburner
71106,Canterbury,Waitaki,29-May-19,Wi101.2019.00006143.001,415 Parsons Road,,Weston, 9492 ,Sec: 78 Blk: II SD: Oamaru,26120/49300,5000,installation of a free-standing woodsman tarras mk iii woodburner
71111,Canterbury,Waitaki,29-May-19,Wi101.2019.00006083.001,45 Awamoa Road,,Oamaru, 9400 ,PtL: 22 DP: 1617,26310/10600,650000,"construction of a new 3 bedroom, 2 bathroom dwelling with masport woodburner"
71112,Canterbury,Waitaki,30-May-19,Wi101.2019.00006060.001,965 Georgetown-Pukeuri Road,,Georgetown, 9494 ,PtS: 116 Blk: III SD: Papakaio,26090/09800,3000,installation of a free-standing woodsman ecr novo woodburner
71113,Canterbury,Waitaki,30-May-19,Wi101.2019.00006150.001,5133 Kurow-Duntroon Road,,Kurow, 9494 ,Sec: 3 Blk: III SD: Kurow,26060/17402,3000,installation of of a free-standing woodsman tarras mk iii woodburner
71115,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006160.001,200 Waitaki Drive,,Otematata, 9412 ,Lot: 9 DP: 12399,,3000,installation of a free-standing masport r1500 woodburner and flue
71116,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006151.001,58 Eden Street,,Oamaru, 9400 ,Sec: 5 Blk: LV Twn: Oamaru,,5000,installation of a free-standing woodsman ecr novo woodburner
71117,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006141.001,46 Wansbeck Street,,Oamaru, 9400 ,Lot: 2 DP: 18103,,5000,installation of a free-standing woodsman tasman mk ii woodburner
71118,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006155.001,1 Keene Place,,Omarama, 9412 ,Sec: 105 Blk: I SD: Benmore,,5000,installation of a masport bannockburn 12000 dry insert woodburner
71119,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006159.001,726 Round Hill Road,,Five Forks-Reidston, 9491 ,Sec: 80 Blk: IX SD: Oamaru,,5000,installation of a free-standing metrofire r1 woodburner
71120,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006158.001,741 - 773 Weston-Ngapara Road,,Ngapara-Weston, 9491 ,Lot: 1 DP: 27061,,5000,installation of a free-standing metrofire r1 woodburner
71121,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006162.001,200 Burnside Road,,Windsor-Enfield, 9492 ,Sec: 8 Blk: XVI SD: Oamaru,,5000,installation of a free-standing metrofire r1 woodburner
71122,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006117.001,33 Fernbrook Road,,Oamaru North, 9400 ,Lot: 2 DP: 10297,,6000,installation of a free-standing metro wee rad base woodburner
71123,Canterbury,Waitaki,07-Jun-19,Wi101.2019.00006166.001,594 Tokarahi-Ngapara Road,,Tokarahi-Ngapara, 9491 ,Sec: 2S Set: Tilverstowe,,8000,installation of a free-standing woodsman tasman mk ii woodburner
71134,Canterbury,Waitaki,10-Jun-19,Wi101.2019.00006163.001,65 - 67 Nottingham Street,,Hampden, 9410 ,Sec: 18 Blk: XIV Twn: Hampden,,2000,installlation of a free-standing metrofire r1 woodburner and eco flue
71136,Canterbury,Waitaki,13-Jun-19,Wi101.2019.00006133.001,377 Bluff Hill Road,,Waianakarua, 9495 ,Sec: 161 Blk: II SD: Otepopo,,2200,installation of a free-standing woodsman ecr novo woodburner
71139,Canterbury,Waitaki,13-Jun-19,Wi101.2019.00006156.001,136 Tussocky Road,,Georgetown-Elderslie, 9491 ,Sec: 104 Blk: IX SD: Awamoko,,4990,installation of a free-standing woodsman tarras mk iii wb woodburner
71142,Canterbury,Waitaki,14-Jun-19,Wi101.2019.00006181.001,32 Taward Street,,Oamaru North, 9400 ,Lot: 28 DP: 9552,,4000,installing woodsman tasman mkii log burner with wetback
71154,Canterbury,Waitaki,19-Jun-19,Wi101.2019.00006087.001,36 Cattle Valley Road,,Kurow, 9435 ,Sec: 16 Blk: IV SD: Kurow,,3750,installation of a free-standing yunca monte euro woodburner
71159,Canterbury,Waitaki,20-Jun-19,Wi101.2019.00006198.001,117 Youarts Road,,Incholme, 9492 ,Sec: 68 Blk: I SD: Kauru,,5000,installation of a free-standing woodsman tasman mk ii woodburner
71176,Canterbury,Waitaki,25-Jun-19,Wi101.2019.00006212.001,37D Rata Drive,,Otematata, 9412 ,Lot: 4 DP: 355425,,5000,installation of a free-standing masport r5000 woodstacker woodburner
71180,Canterbury,Waitaki,26-Jun-19,Wi101.2019.00006215.001,198 Bowalley Road,,Herbert, 9495 ,Sec: 73 Blk: III SD: Otepopo,,2200,installation of a new free-standing metro eco tiny rad woodburner
71181,Canterbury,Waitaki,26-Jun-19,Wi101.2019.00006210.001,3024 Herbert-Hampden Road,,Herbert-Hampden, 9495 ,Lot: 2 DP: 526265,,5000,replace gas heater with masport i7000 woodburner
71182,Canterbury,Waitaki,27-Jun-19,Wi101.2019.00006197.001,75 Settlement Road,,Kurow, 9435 ,Sec: 31 Blk: I SD: KUROW,,1200,installation of a free-standing woodsman ecr novo woodburner
71187,Canterbury,Waitaki,01-Jul-19,Wi101.2019.00006161.001,194 Round Hill Road,,Five Forks-Reidston, 9492 ,Lot: 2 DP: 507815,26140/46004,497250,"construction of new 4 bedroom, 2 bathroom dwelling with woodsman woodburner"
71190,Canterbury,Waitaki,02-Jul-19,Wi101.2019.00006203.001,43 Ohau Drive,,Ohau, 9412 ,Lot: 80 DP: 329488,26050/12631,380000,"construction of a 4 bedroom, 2 bathroom dwelling with woodsman woodburner"
71199,Canterbury,Waitaki,09-Jul-19,Wi101.2019.00006204.001,41 Awamoa Road,,Oamaru, 9401 ,Lot: 1 DP: 3096,26310/10400,2000,"remove existing woodburner , flue and hearth install new wood burner"
71204,Canterbury,Waitaki,10-Jul-19,Wi101.2019.00006194.001,14 Monk Street,,Herbert, 9495 ,PtS: 33 Blk: XXIX Twn: Herbert,26180/12400,570000,"constrcut 4 bedroom dwelling with masport mackenzie 1000 woodburner,"
71205,Canterbury,Waitaki,12-Jul-19,Wi101.2019.00006248.001,376 Thames Highway,,Oamaru North, 9400 ,Lot: 23 DP: 4022,26260/56800,2000,installation of a free-standing woodsman aspen woodburner and
71210,Canterbury,Waitaki,22-Jul-19,Wi101.2019.00006236.001,38 Lark Street,,Oamaru, 9400 ,Lot: 2 DP: 534173,26280/64806,130000,"construction of a 1 bedroom, 1 bathroom dwelling with free-standing woodburner"
71213,Canterbury,Waitaki,23-Jul-19,Wi101.2019.00004903.001,7D Sunset Place,,Otematata, 9412 ,Lot: 4 DP: 384516,26070/32702,350000,"construction of a 3 bedroom, 2 bathroom dwelling with office, woodsman woodburner"
71216,Canterbury,Waitaki,29-Jul-19,Wi101.2019.00006261.001,1659 Glenavy-Hilderthorpe Road,,Hilderthorpe-Glenavy, 9493 ,Sec: 3 Blk: V Twn: Waitaki Bridge,26090/15100,5000,unit 9 - installation of a jayline is550 insert woodburner
71217,Canterbury,Waitaki,30-Jul-19,Wi101.2019.00006260.001,387 Whartons Road,,Incholme, 9492 ,Lot: 1 DP: 18509,26170/02200,5000,installation of a free-standing metrofire tiny rad leg woodburner
71218,Canterbury,Waitaki,30-Jul-19,Wi101.2019.00006190.001,10 Avoca Drive,,Waiareka Junction, 9401 ,Lot: 22 DP: 514029,26120/58326,515000,"construction of a 4 bedroom, 2 bathroom dwelling with metro wee woodburner"
71219,Canterbury,Waitaki,31-Jul-19,Wi101.2019.00006255.001,159A Eden Street,,Oamaru, 9400 ,Lot: 2 DP: 11722,26090/38200,3000,installation of a free-standing woodsman tarras woodburner
71220,Canterbury,Waitaki,31-Jul-19,Wi101.2019.00006266.001,5 Avoca Drive,,Waiareka Junction, 9401 ,Lot: 44 DP: 514029,26120/58327,380000,"construction of a 3 bedroom, 2 bathroom dwelling with woodsman  woodburner"
71223,Canterbury,Waitaki,05-Aug-19,Wi101.2019.00006267.001,27A Craig Street,,Palmerston, 9430 ,Lot: 5 DP: 300449,,2500,installation of a free-standing woodsman brunner mk ii  woodburner
71228,Canterbury,Waitaki,05-Aug-19,Wi101.2019.00006114.001,28A Gardiners Road,,Awamoa, 9495 ,Lot: 3 DP: 370998,,390000,"construction of a new 4 bedroom, 2 bathroom dwelling with metro ltd woodburner"
71229,Canterbury,Waitaki,07-Aug-19,Wi101.2019.00006281.001,26A Usk Street,,Oamaru, 9400 ,Lot: 1 DP: 6884,,5000,installation of a free-standing metrofire wee rad base woodburner
71234,Canterbury,Waitaki,09-Aug-19,Wi101.2019.00006284.001,675A Gibson Road,,Peebles, 9494 ,Lot: 2 DP: 324337,,404558,"construction of a 3 bedroom, 1 bathroom dwelling with yunca wegj woodburner"
71235,Canterbury,Waitaki,12-Aug-19,Wi101.2019.00006290.001,76 Awamoa Road,,Oamaru, 9401 ,Lot: 1 DP: 9216,,2500,installation of a free-standing metrofire xtreme rad legs woodburner
71237,Canterbury,Waitaki,12-Aug-19,Wi101.2019.00006234.001,Unit 4142 4 Hampden-Palmerston Road,,Hampden-Palmerston, 9482 ,Lot: 5 DP: 356018,,315000,"construction of a 3 bedroom, 2 bathroom dwelling with woodsman ecr  woodburner"
71238,Canterbury,Waitaki,13-Aug-19,Wi101.2019.00006262.001,96 Perth Street,,Oamaru, 9401 ,PtL: 2 DP: 3913,,5000,installation of a firenzo athena bay ag insert woodburner
71239,Canterbury,Waitaki,13-Aug-19,Wi101.2019.00006269.001,13 Thames Street,,Oamaru, 9400 ,Lot: 2 DP: 16544,,5000,installation of a free-standing woodsman tarras mkiii woodburner
71240,Canterbury,Waitaki,13-Aug-19,Wi101.2019.00006270.001,6 Rata Drive,,Otematata, 9412 ,Lot: 40 DP: 19839,,5000,installation of a free-standing woodsman ecr novo woodburner
71241,Canterbury,Waitaki,13-Aug-19,Wi101.2019.00006292.001,24 Lynn Street,,Oamaru North, 9400 ,PtL: 7 Ded: 312,,5000,installation of a free-standing metrofire r1 woodburner
71243,Canterbury,Waitaki,14-Aug-19,Wi101.2019.00006277.001,406 Devils Bridge Road,,Ardgowan, 9492 ,Lot: 3 DP: 522967,,2500,installation of an in-built masport 17000 woodburner
71244,Canterbury,Waitaki,15-Aug-19,Wi101.2019.00006289.001,110 Waimotu Road,,Maheno, 9495 ,Sec: 24 Blk: VI SD: Otepopo,,3800,installation of a metrofire eco smart insert woodburner
71245,Canterbury,Waitaki,19-Aug-19,Wi101.2019.00006299.001,13 Duke Street,,Ngapara, 9494 ,Lot: 32 DP: 134,,1000,replace existing flue and cowl only in gillies norseman woodburner
71246,Canterbury,Waitaki,19-Aug-19,Wi101.2019.00006282.001,108 Brockmans Road,,Rosebery, 9492 ,PtS: 102 Blk: I SD: Papakaio,,4000,installation of a free-standing metrofire mega rad woodburner
71252,Canterbury,Waitaki,22-Aug-19,Wi101.2019.00006304.001,39 Awamoa Road,,Oamaru, 9401 ,Lot: 5 DP: 10866,,2000,installation of a free-standing woodsman brunner woodburner with
