,region,council,date_issued,council_ref,location_street,location_suburb,location_area,location_all, Location_Postcode ,legal_description,val_number,consent_value,description
75838,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0080,74 Manuka Street,,Whanganui,74 Manuka Street  Whanganui,  ,1923,,4500,install a woodsmen novo free standing wood burner men into lounge.
75839,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0018,167A - 167C Okoia Road,,Whanganui,167A - 167C Okoia Road  Whanganui,  ,18531,,4500,install a woodsman aspen freestanding wood burner into lounge room.
75840,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0073,431 State Highway 3,,Whanganui,431 State Highway 3  Whanganui,  ,15823,,4590,install a metro wee rad on legs freestanding wood burner into lounge.
75841,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0052,92 Koromiko Road,,Whanganui,92 Koromiko Road  Whanganui,  ,3685,,4690,install a metro wee woody freestanding wood burner into the lounge.
75842,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0077,35 Pitt Street,,Whanganui,35 Pitt Street  Whanganui,  ,7737,,5000,install a metro wee rad base freestanding wood burner into the lounge.
75843,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0047,8 Mill Road,,Whanganui,8 Mill Road  Whanganui,  ,29091,,5000,install a masport i3000 insert wood burner into lounge.
75844,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0098,99 Harper Street,,Whanganui,99 Harper Street  Whanganui,  ,2062,,5000,install a kent logfire ii insert wood burner into lounge.
75845,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0015,22 Argyle Street,,Whanganui,22 Argyle Street  Whanganui,  ,7931,,5100,install a yunca hobson free standing wood burner into lounge.
75846,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0070,97 Matai Street,,Whanganui,97 Matai Street  Whanganui,  ,1236,,5600,install a yunca xander insert wood burner into existing chimney in lounge.
75847,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0069,4 Nixon Street,,Whanganui,4 Nixon Street  Whanganui,  ,12915,,5800,install a yunca monte euro freestanding wood burner into the lounge.
75848,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0075,12D Kent Road,,Whanganui,12D Kent Road  Whanganui,  ,8484,,5995,install a masport akaroa freestanding wood burner into the lounge.
75849,Manawatu-Whanganui,Whanganui,28-Feb-20,WgBCon20/0055,77 Wikitoria Road,,Whanganui,77 Wikitoria Road  Whanganui,  ,45110,,6500,install a contessa urban fire (leg model) freestanding wood burner into the the lounge.
75891,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0092,32 Duigan Street,,Whanganui,32 Duigan Street  Whanganui,  ,,,1495,install a metro tiny ped freestanding wood burner into living area.
75892,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0110,10 Te Mawae Street,,Whanganui,10 Te Mawae Street  Whanganui,  ,,,1500,install a secondhand woodsman ecr mkiii wood burner into lounge.
75893,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0133,16 Buxton Road,,Whanganui,16 Buxton Road  Whanganui,  ,,,2500,install a aspen woodsman freestanding wood burner in lounge.
75894,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0125,45A Caius Avenue,,Whanganui,45A Caius Avenue  Whanganui,  ,,,3000,install a metro wee rad woody freestanding wood burner into lounge.
75897,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0074,19 Matarawa Street,,Whanganui,19 Matarawa Street  Whanganui,  ,,,4000,install a metro ecr mkiii freestanding wood burner into the lounge.
75898,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0155,211 Papaiti Road,,Whanganui,211 Papaiti Road  Whanganui,  ,,,4200,install a metro wee rad freestanding wood burner into the lounge.
75899,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0159,11 Ashton Terrace,,Whanganui,11 Ashton Terrace  Whanganui,  ,,,4500,install a woodsman brunner mkii wood burner in the lounge.
75900,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0107,13 Koromiko Road,,Whanganui,13 Koromiko Road  Whanganui,  ,,,4500,install a woodsman brunner mk2 wood burner with heatsaver flue in the lounge.
75901,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0034,594 Kauarapaoa Road,,Whanganui,594 Kauarapaoa Road  Whanganui,  ,,,4500,install a woodsman totara insert wood burner into lounge.
75902,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0111,41 Durie Street,,Whanganui,41 Durie Street  Whanganui,  ,,,4706,install a woodsman aspen freestanding wood burner into the living room.
75903,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0114,66 Duncan Street,,Whanganui,66 Duncan Street  Whanganui,  ,,,4900,install a kent haast freestanding wood burner into dining room.
75904,Manawatu-Whanganui,Whanganui,30-Mar-20,WgBCon20/0130,286 Heads Road,,Whanganui,286 Heads Road  Whanganui,  ,,,4990,install a metro eco smart insert wood burner into lounge.
75952,Manawatu-Whanganui,Whanganui,30-Apr-20,WgBCon20/0181,5 Landguard Drive,,Whanganui,5 Landguard Drive  Whanganui,  ,,,2844,install a woodsman tarras mkiii free standing wood burner into lounge.
75954,Manawatu-Whanganui,Whanganui,30-Apr-20,WgBCon20/0145,15 Banks Place,,Whanganui,15 Banks Place  Whanganui,  ,,,5000,install a ethos genisis freestanding wood burner in the lounge.
75955,Manawatu-Whanganui,Whanganui,30-Apr-20,WgBCon20/0137,6 Watt Livingstone Road,,Whanganui,6 Watt Livingstone Road  Whanganui,  ,,,6142,install a metro eco xtreme rad freestanding wood burner into lounge.
75957,Manawatu-Whanganui,Whanganui,30-Apr-20,WgBCon20/0189,13 Mowhanau Drive,,Whanganui,13 Mowhanau Drive  Whanganui,  ,,,10000,internal alterations.add beam & bracing. install masport r1200 freestanding wood burner into the living room.
75973,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0242,344 State Highway 3 North,,Whanganui,344 State Highway 3 North  Whanganui,  ,,18315,1000,relocate an exisitng masport atlanta freestanding wood burner in the hall.
75974,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0221,12 Cathro Rd,,Whanganui,12 Cathro Rd  Whanganui,  ,,20543,2000,install a kent cardrona freestanding wood burner into the lounge.
75975,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0237,169A Kaitoke Rd,,Whanganui,169A Kaitoke Rd  Whanganui,  ,,37490,2500,install a metro wee rad free standing wood burner into the lounge.
75981,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0101,16 Hutchison Cres,,Whanganui,16 Hutchison Cres  Whanganui,  ,,14071,3000,install a metro wee rad freestanding wood burner into lounge.
75984,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0251,6 Sandcroft Dr,,Whanganui,6 Sandcroft Dr  Whanganui,  ,,17533,4000,install a masport akaroa freestanding wood burner into the living room
75985,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0269,6 Smithfield Rd,,Whanganui,6 Smithfield Rd  Whanganui,  ,,3881,4000,install a firenzo lady kitchener freestanding wood burner to the kitchen.
75987,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0280,24 Caffray Ave,,Whanganui,24 Caffray Ave  Whanganui,  ,,10367,4500,install a woodman tasman mkiii freestanding wood burner into the lounge.
75988,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0263,63 Halswell S,,Whanganui,63 Halswell S  Whanganui,  ,,38210,4500,install a masport wanaka freestanding wood burner into the lounge.
75989,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0247,21 Rata St,,Whanganui,21 Rata St  Whanganui,  ,,4450,4500,install a woodsman bruner mkii freestanding wood burner in the lounge.
75990,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0234,29 Matai St,,Whanganui,29 Matai St  Whanganui,  ,,1543,4500,install a metro wee rad freestanding woodburner in lounge
75991,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0276,10 Moore Ave,,Whanganui,10 Moore Ave  Whanganui,  ,,4161,4500,install a metro wee rad freestanding woodburner into dining room.
75992,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0168,133 Mosston Rd,,Whanganui,133 Mosston Rd  Whanganui,  ,,59900,4595,install a kent aspiring freestanding wood burner into lounge.
75993,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0256,40 Caffray Ave,,Whanganui,40 Caffray Ave  Whanganui,  ,,10377,5000,install a metro wee rad freestanding wood burner into the lounge.
75994,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0180,15 Akatea St,,Whanganui,15 Akatea St  Whanganui,  ,,2004,5000,install a kent benmore freestanding wood burner into the lounge.
75995,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0255,165 Mosston Rd,,Whanganui,165 Mosston Rd  Whanganui,  ,,18764,5000,install a woodmans tarras mkiii freestanding wood burner into the family room.
75997,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0271,95 Surrey Rd,,Whanganui,95 Surrey Rd  Whanganui,  ,,5640,5000,install a metro wee ped free standing wood burner in lounge.
75998,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0254,30 Alexander St,,Whanganui,30 Alexander St  Whanganui,  ,,7837,5000,install a woodsman brunner mkll free standing wood burner into the lounge.
75999,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0253,29 Karewa St,,Whanganui,29 Karewa St  Whanganui,  ,,1772,5000,install a masport le4000 inbuilt wood burner into the lounge.
76000,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0257,2 Kawatiri Ave,,Whanganui,2 Kawatiri Ave  Whanganui,  ,,4586,5000,install a metro eco tiny rad freestanding wood burner into lounge.
76003,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0212,2 Victory Pl,,Whanganui,2 Victory Pl  Whanganui,  ,,9896,5000,install a masport le4000 inbuilt wood burner into lounge.
76006,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0245,119 Liverpool St,,Whanganui,119 Liverpool St  Whanganui,  ,,7392,5091,install a metro wee woody freestanding wood burner into lounge.
76007,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0262,8 Poaka Pl,,Whanganui,8 Poaka Pl  Whanganui,  ,,1906,5195,install a metro trend insert wood burner into existing chimney into the lounge.
76008,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0176,42 Ikitara Rd,,Whanganui,42 Ikitara Rd  Whanganui,  ,,13428,5995,install a metro xtreme rad freestanding wood burner into the lounge.
76009,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0220,9 Benefield St,,Whanganui,9 Benefield St  Whanganui,  ,,11004,6000,install a woodsman flare freestanding wood burner into the lounge.
76010,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0021,25 Hylton St,,Whanganui,25 Hylton St  Whanganui,  ,,10171,6890,install a new pyroclassic freestanding wood burner into dinning room area.
76019,Manawatu-Whanganui,Whanganui,30-May-20,WgBCon20/0162,14 Great North Rd,,Whanganui,14 Great North Rd  Whanganui,  ,,8704,13490,"install two athena bay insert woodburners, 1 x upstairs, 1 x downstairs into the upstairs and downstairs existing chimneys."
76072,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0304,305 Somme Pde,,Whanganui,305 Somme Pde  Whanganui,  ,,10573,1800,install a new masport mackenzie r10000 freestanding wood burner into the kitchen.
76073,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0359,108 Bell St,,Whanganui,108 Bell St  Whanganui,  ,,7216,2000,install a metro tiny ped freestanding wood burner into lounge.
76074,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0313,398 Kauarapaoa Rd,,Whanganui,398 Kauarapaoa Rd  Whanganui,  ,,55100,2800,install a metro wee rad leg freestanding wood burner in the lounge.
76075,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0316,34 Moore Ave,,Whanganui,34 Moore Ave  Whanganui,  ,,4174,3000,install a masport r3000 freestanding wood burner into the kitchen.
76078,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0349,182 Cornfoot St,,Whanganui,182 Cornfoot St  Whanganui,  ,,1306,3000,install a metro tiny rad freestanding wood burner in lounge.
76079,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0346,35 Mason Tce,,Whanganui,35 Mason Tce  Whanganui,  ,,6710,3500,install a masport r3000 freestandingwood burner in the living room.
76081,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0374,56 Seddon St,,Whanganui,56 Seddon St  Whanganui,  ,,9469,4000,install a woodsman ecr novo freestanding wood burner into the lounge.
76082,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0373,49A Gonville Ave,,Whanganui,49A Gonville Ave  Whanganui,  ,,4380,4000,install a new masport akaroa freestanding wood burner into the lounge.
76083,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0386,3 Diana Pl,,Whanganui,3 Diana Pl  Whanganui,  ,,29805,4000,install a woodsman ecr novo freestanding wood burner to the corner of the lounge.
76084,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0384,5 Hood St,,Whanganui,5 Hood St  Whanganui,  ,,132,4000,install a jayline spitfire fs freestanding wood burner into the living room.
76085,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0379,11 Willow PI,,Whanganui,11 Willow PI  Whanganui,  ,,10663,4000,install a new metro wee rad freestanding wood burner into the lounge.
76086,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0360,145 Karaka St,,Whanganui,145 Karaka St  Whanganui,  ,,1142,4000,install a new metro xtreme rad freestanding wood burner in the corner of the lounge.
76087,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0302,23 Fergusson St,,Whanganui,23 Fergusson St  Whanganui,  ,,6186,4000,install a jayline ss200l woodburner.
76089,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0371,97 Mangawhero Rd,,Whanganui,97 Mangawhero Rd  Whanganui,  ,,28703,4500,install a firenzo contessa ru freestanding wood burner into the lounge.
76090,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0294,74 Jellicoe St,,Whanganui,74 Jellicoe St  Whanganui,  ,,12670,4500,install a woodsman brunner mkii freestanding wood burner to the lounge.
76091,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0235,50 Hakeke St,,Whanganui,50 Hakeke St  Whanganui,  ,,11215,4500,install a kent haast freestanding woodburner in the lounge.
76092,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0306,110 Mt View Rd,,Whanganui,110 Mt View Rd  Whanganui,  ,,13361,4790,install a metro wee rad freestanding wood burner into the front room.
76093,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0321,30 Fergusson St,,Whanganui,30 Fergusson St  Whanganui,  ,,6193,4990,install a metro smart inbuilt woodburner into the existing masonary chimney cavity in the lounge.
76094,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0319,8 Mowhanau Dr,,Whanganui,8 Mowhanau Dr  Whanganui,  ,,18138,5000,install a woodsman brunner mkll free standing woodburner into the lounge.
76095,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0325,8 Manuka St,,Whanganui,8 Manuka St  Whanganui,  ,,1856,5000,installation of metro smart inset log fire into existing fireplace
76096,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0362,69 Alma Rd,,Whanganui,69 Alma Rd  Whanganui,  ,,3723,5000,install a woodsman serene freestanding wood burner into the dining area.
76097,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0364,49 Harper St,,Whanganui,49 Harper St  Whanganui,  ,,3026,5000,install a new metro tiny rad woody freestanding wood burner in the lounge.
76098,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0299,1928 State Highway 3 North,,Whanganui,1928 State Highway 3 North  Whanganui,  ,,15925,5000,install ethos ares inbuilt wood burner  into existing open fire.
76099,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0297,19 Kaikokopu Rd,,Whanganui,19 Kaikokopu Rd  Whanganui,  ,,9299,5000,install a woodsman ecr novo free standing wood burner in the living room.
76100,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0295,197 No 3 Line,,Whanganui,197 No 3 Line  Whanganui,  ,,65590,5000,install a metro mega rad freestanding wood burner into the lounge.
76101,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0326,12 Linda Pl,,Whanganui,12 Linda Pl  Whanganui,  ,,8436,5000,install masport r3000 freestanding log fire.
76102,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0323,403 Somme Pde,,Whanganui,403 Somme Pde  Whanganui,  ,,10813,5000,install a masport r3000 freestanding wood burner into the lounge.
76103,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0314,48 Georgetti Rd,,Whanganui,48 Georgetti Rd  Whanganui,  ,,13224,5000,install a masport akaroa  freestanding wood burner into the lounge.
76104,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0324,207 Roberts Ave,,Whanganui,207 Roberts Ave  Whanganui,  ,,15735,5000,install a masport r3000 freestanding wood burner into the lounge.
76106,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0342,149 Karaka St,,Whanganui,149 Karaka St  Whanganui,  ,,71200,5000,install a new ethos galaxy free standing wood burner in the lounge.
76109,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0259,10 Chittick Pl,,Whanganui,10 Chittick Pl  Whanganui,  ,,8356,5000,install metro mega rad freestanding wood burner into dining room.
76110,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0381,1 Attrill Pl,,Whanganui,1 Attrill Pl  Whanganui,  ,,67930,5000,install a new woodsman brunner freestanding wood burner in the lounge.
76112,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0285,122 Riverbank Rd,,Whanganui,122 Riverbank Rd  Whanganui,  ,,17965,5190,install a metro smart insert wood burner into existing chimney in the lounge.
76113,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0320,327B Bushy Park Rd,,Whanganui,327B Bushy Park Rd  Whanganui,  ,,74880,5198,install a metro ltd wee woody freestanding wood burner into the lounge.
76114,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0322,28 Miro St,,Whanganui,28 Miro St  Whanganui,  ,,435,5500,install woodsman brunner mkii free standing wood burner in the lounge.
76115,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0307,24 Tanguru St,,Whanganui,24 Tanguru St  Whanganui,  ,,11678,5695,install a metro smart insert wood burner existing into the sitting room + alteration.1 install a metro freestanding wee rad freestanding wood burner into the sitting room.
76116,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0305,19 Turere Pl,,Whanganui,19 Turere Pl  Whanganui,  ,,59870,7000,install a new jayline ul200 freestanding woodburner into the living area.
76117,Manawatu-Whanganui,Whanganui,30-Jun-20,WgBCon20/0303,3B Caius Ave,,Whanganui,3B Caius Ave  Whanganui,  ,,4258,7000,install a new metro mega smart inbuilt wood burner into the dining area.
76163,Manawatu-Whanganui,Whanganui,30-Jul-20,WgBCon20/0421,8 Budge St,,Whanganui,8 Budge St  Whanganui,  ,,15931,2000,install a 'kent benmore' freestanding wood burner into the lounge.
76164,Manawatu-Whanganui,Whanganui,30-Jul-20,WgBCon20/0434,5 Durham Rd,,Whanganui,5 Durham Rd  Whanganui,  ,,6087,2500,install a masport r3000 woodburner in the dining room.
76166,Manawatu-Whanganui,Whanganui,30-Jul-20,WgBCon20/0422,18 Godwin Cres,,Whanganui,18 Godwin Cres  Whanganui,  ,,6459,3000,install a metro wee rad freestanding wood burner into the living area.
76168,Manawatu-Whanganui,Whanganui,30-Jul-20,WgBCon20/0442,284 Heads Rd,,Whanganui,284 Heads Rd  Whanganui,  ,,2840,3000,install a new metro wee rad freestanding woodburner into the lounge.
76171,Manawatu-Whanganui,Whanganui,30-Jul-20,WgBCon20/0472,22 Benefield St,,Whanganui,22 Benefield St  Whanganui,  ,,11029,3000,install a metro r1 freestanding wood burner into the lounge.
